ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785472172.371526,42.229695,-1.235085,500.1,-0.013,STABILIZE,0,1,0,,0,0,0
1785472172.8736384,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785472173.3761313,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785472173.8784196,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785472174.3800912,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472174.8819416,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472175.3842614,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472175.8861415,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472176.3883736,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472176.8902662,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472177.3917403,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785472177.8936617,42.229695,-1.2350851,500.08,0.007,GUIDED,0,1,0,,0,0,0
1785472178.3950865,42.229695,-1.2350851,500.08,0.007,GUIDED,0,1,0,,0,0,0
1785472178.8976903,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785472179.3999364,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785472179.9015903,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785472180.4031808,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785472180.9057772,42.229695,-1.2350851,500.11,0.039,GUIDED,1,1,0,,0,0,0
1785472181.407732,42.229695,-1.2350851,500.35,0.271,GUIDED,1,1,0,,0,0,0
1785472181.909633,42.229695,-1.235085,500.92,0.845,GUIDED,1,1,0,,0,0,0
1785472182.4116724,42.229695,-1.2350849,501.69,1.612,GUIDED,1,1,0,,0,0,0
1785472182.9140341,42.229695,-1.2350849,502.71,2.63,GUIDED,1,1,0,,0,0,0
1785472183.4162545,42.229695,-1.2350848,503.94,3.867,GUIDED,1,1,0,,0,0,0
1785472183.9182785,42.229695,-1.2350848,505.48,5.405,GUIDED,1,1,0,,0,0,0
1785472184.4203217,42.229695,-1.2350848,506.74,6.66,GUIDED,1,1,0,,0,0,0
1785472184.9226613,42.229695,-1.2350848,507.97,7.898,GUIDED,1,1,0,,0,0,0
1785472185.4243534,42.229695,-1.2350848,509.46,9.387,GUIDED,1,1,0,,0,0,0
1785472185.9264286,42.229695,-1.2350848,510.71,10.631,GUIDED,1,1,0,,0,0,0
1785472186.4285135,42.229695,-1.2350848,512.2,12.125,GUIDED,1,1,0,,0,0,0
1785472186.930038,42.229695,-1.2350848,513.45,13.37,GUIDED,1,1,0,,0,0,0
1785472187.4320364,42.229695,-1.2350848,514.7,14.62,GUIDED,1,1,0,,0,0,0
1785472187.9336133,42.229695,-1.2350848,516.2,16.12,GUIDED,1,1,0,,0,0,0
1785472188.435933,42.229695,-1.2350848,517.44,17.365,GUIDED,1,1,0,,0,0,0
1785472188.9380188,42.229695,-1.2350848,518.84,18.768,GUIDED,1,1,0,,0,0,0
1785472189.4395413,42.229695,-1.2350848,519.87,19.792,GUIDED,1,1,0,,0,0,0
1785472189.9418354,42.229695,-1.2350848,520.75,20.672,GUIDED,1,1,0,,0,0,0
1785472190.4432542,42.229695,-1.2350847,521.49,21.413,GUIDED,1,1,0,,0,0,0
1785472190.9453053,42.229695,-1.2350847,522.09,22.017,GUIDED,1,1,0,,0,0,0
1785472191.4492033,42.229695,-1.2350846,522.55,22.479,GUIDED,1,2,0,,0,0,0
1785472191.9530122,42.2296929,-1.2350828,522.79,22.712,GUIDED,1,2,0,,0,0,0
1785472192.4557421,42.2296843,-1.2350753,522.81,22.73,GUIDED,1,2,0,,0,0,0
